	0.0	-0.0	-0.0	0.0	0.0	4.0E-4	0.0	-1.0E-4	21.8812	-0.6979	78.9199	9592.669	1.0	0.0	56426.027	-2346.938	9318.579	-59127.406	-31269.865	3282.4026	-422.0819
	0.0	-0.0	-0.0	0.0	0.0	2.0E-4	0.0	-1.0E-4	21.8833	-0.698	78.9191	9598.424	1.0	0.0	56426.125	-2329.216	9324.309	-59130.86	-31269.865	3282.4026	-422.0819
	0.0	-0.0	-0.0	0.0	0.0	1.0E-4	0.0	-1.0E-4	21.8841	-0.6982	78.9183	9604.232	1.0	0.0	56426.223	-2311.3286	9330.092	-59134.348	-31269.865	3282.4026	-422.0819
	0.0	-0.0	-0.0	0.0	0.0	-1.0E-4	0.0	-1.0E-4	21.8839	-0.6983	78.9176	9609.905	1.0	0.0	56426.31	-2293.856	9335.739	-59137.754	-31269.865	3282.4026	-422.0819
	0.0	-0.0	-0.0	0.0	0.0	-3.0E-4	0.0	-1.0E-4	21.8826	-0.6985	78.9169	9615.575	1.0	0.0	56426.406	-2276.3926	9341.384	-59141.16	-31269.865	3282.4026	-422.0819
	0.0	-0.0	-0.0	0.0	0.0	-5.0E-4	0.0	-1.0E-4	21.88	-0.6986	78.9161	9621.519	1.0	0.0	56426.49	-2258.0803	9347.302	-59144.73	-31269.865	3282.4026	-422.0819
	0.0	-0.0	-0.0	0.0	0.0	-7.0E-4	0.0	-1.0E-4	21.8763	-0.6988	78.9154	9627.359	1.0	0.0	56426.586	-2240.082	9353.116	-59148.24	-31269.865	3282.4026	-422.0819
	0.0	-0.0	-0.0	0.0	0.0	-9.0E-4	0.0	-1.0E-4	21.8714	-0.6989	78.9147	9633.195	1.0	0.0	56426.688	-2222.0896	9358.926	-59151.742	-31269.865	3282.4026	-422.0819
	0.0	-0.0	-0.0	0.0	0.0	-0.0011	0.0	-1.0E-4	21.8657	-0.6991	78.9141	9638.646	1.0	0.0	56426.785	-2205.2764	9364.353	-59155.02	-31269.865	3282.4026	-422.0819
	-2.0	-0.0	-0.0	0.0	0.0	-0.0021	0.0	-1.0E-4	21.858	-0.6992	78.9134	9644.486	1.0	0.0	56426.875	-2187.2559	9370.166	-59158.535	-31269.865	3282.4026	-422.0819
	-4.0	-0.0	-0.0	0.0	0.0	-0.0087	0.0	-1.0E-4	21.8283	-0.6992	78.9131	9650.049	1.0	0.0	56426.97	-2170.085	9375.704	-59161.883	-31269.865	3282.4026	-422.0819
	-4.0	-0.0	-0.0	0.0	0.0	-0.0176	0.0	-1.0E-4	21.7499	-0.699	78.9134	9655.573	1.0	0.0	56427.066	-2153.0266	9381.204	-59165.21	-31269.865	3282.4026	-422.0819
	-4.0	-0.0	-0.0	0.0	0.0	-0.0253	0.0	-1.0E-4	21.6248	-0.6986	78.9144	9661.017	1.0	0.0	56427.156	-2136.2136	9386.623	-59168.49	-31269.865	3282.4026	-422.0819
	-6.0	-0.0	-0.0	0.0	0.0	-0.0342	0.0	-1.0E-4	21.4491	-0.6979	78.916	9666.621	1.0	0.0	56427.25	-2118.889	9392.202	-59171.867	-31269.865	3282.4026	-422.0819
	-6.0	-0.0	-0.0	0.0	0.0	-0.0433	0.0	-1.0E-4	21.2111	-0.697	78.9184	9672.351	1.0	0.0	56427.355	-2101.1553	9397.906	-59175.32	-31269.865	3282.4026	-422.0819
	-8.0	-0.0	-0.0	0.0	0.0	-0.0531	0.0	-1.0E-4	20.9272	-0.6958	78.9214	9677.872	1.0	0.0	56427.438	-2084.0369	9403.401	-59178.664	-31269.865	3282.4026	-422.0819
	-8.0	-0.0	-0.0	0.0	0.0	-0.0618	0.0	-1.0E-4	20.5778	-0.6944	78.9252	9683.518	1.0	0.0	56427.54	-2066.4868	9409.021	-59182.086	-31269.865	3282.4026	-422.0819
	-10.0	-0.0	-0.0	0.0	0.0	-0.0702	0.0	-1.0E-4	20.1933	-0.6928	78.9294	9688.944	1.0	0.0	56427.637	-2049.5623	9414.424	-59185.39	-31269.865	3282.4026	-422.0819
	-12.0	-0.0	-0.0	0.0	0.0	-0.0814	0.0	-1.0E-4	19.7406	-0.691	78.9345	9694.448	1.0	0.0	56427.727	-2032.328	9419.901	-59188.75	-31269.865	3282.4026	-422.0819
	-12.0	-0.0	-0.0	0.0	0.0	-0.09	0.0	-1.0E-4	19.2078	-0.6889	78.9406	9700.139	1.0	0.0	56427.83	-2014.4148	9425.566	-59192.242	-31269.865	3282.4026	-422.0819
	-12.0	-0.0	-0.0	0.0	0.0	-0.0951	0.0	-1.0E-4	18.6724	-0.6868	78.9467	9705.406	1.0	0.0	56427.92	-1997.7238	9430.81	-59195.496	-31269.865	3282.4026	-422.0819
	-12.0	-0.0	-0.0	0.0	0.0	-0.0981	0.0	-1.0E-4	18.0822	-0.6846	78.9534	9710.93	1.0	0.0	56428.027	-1980.088	9436.307	-59198.93	-31269.865	3282.4026	-422.0819
	-12.0	-0.0	-0.0	0.0	0.0	-0.0991	0.0	-1.0E-4	17.512	-0.6825	78.9599	9716.112	1.0	0.0	56428.113	-1963.3876	9441.465	-59202.188	-31269.865	3282.4026	-422.0819
	-12.0	-0.0	-0.0	0.0	0.0	-0.0986	0.0	-1.0E-4	16.938	-0.6805	78.9663	9721.264	1.0	0.0	56428.21	-1946.6204	9446.591	-59205.46	-31269.865	3282.4026	-422.0819
	-14.0	-0.0	-0.0	0.0	0.0	-0.0987	0.0	-1.0E-4	16.3242	-0.6784	78.9731	9726.714	1.0	0.0	56428.31	-1928.67	9452.014	-59208.96	-31269.865	3282.4026	-422.0819
	-16.0	-0.0	-0.0	0.0	0.0	-0.0986	0.0	-1.0E-4	15.752	-0.6766	78.9794	9731.745	1.0	0.0	56428.39	-1911.8826	9457.0205	-59212.23	-31269.865	3282.4026	-422.0819
	-16.0	-0.0	-0.0	0.0	0.0	-0.0979	0.0	-1.0E-4	15.1238	-0.6746	78.9863	9737.197	1.0	0.0	56428.49	-1893.4288	9462.444	-59215.83	-31269.865	3282.4026	-422.0819
	-16.0	-0.0	-0.0	0.0	0.0	-0.0956	0.0	-1.0E-4	14.5153	-0.6728	78.9929	9742.478	1.0	0.0	56428.59	-1875.2626	9467.697	-59219.367	-31269.865	3282.4026	-422.0819
